This file was created using the 202512 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth,Other
196311,  -3.16,  -0.43,   2.38,  -1.64,   0.10
196312,   1.19,   2.85,   1.12,   1.54,   2.65
196401,   1.37,   3.04,   3.17,   3.70,   1.17
196402,   1.71,   1.82,   0.60,   1.65,   5.34
196403,   1.98,   2.04,   0.81,  -1.94,   2.33
196404,   1.35,   0.61,  -1.00,  -1.42,   0.29
196405,   2.06,   1.69,   0.86,   0.52,   2.38
196406,   1.75,   1.09,   2.99,   0.58,   1.28
196407,   3.41,   2.71,  -1.93,   4.75,   1.29
196408,   0.67,  -1.19,  -2.03,  -4.22,  -3.14
196409,   3.51,   3.62,  -0.17,   2.75,   3.94
196410,   0.52,   1.36,  -0.93,   2.86,   1.86
196411,   0.42,   0.81,  -1.43,   2.17,  -1.65
196412,   0.99,  -0.29,   1.86,   4.38,  -1.78
196501,   4.27,   3.47,   3.10,   7.66,   4.73
196502,   0.55,   0.25,   1.38,   2.42,   2.58
196503,   0.17,  -1.57,  -1.17,  -0.92,  -0.38
196504,   6.04,   2.37,   3.51,   2.97,   2.32
196505,  -1.75,  -0.23,   1.79,  -1.25,  -1.51
196506,  -6.17,  -4.47,  -4.83,  -5.31,  -7.02
196507,   1.17,   1.79,   1.28,   3.95,   3.34
196508,   3.35,   2.37,   3.26,   6.30,   5.09
196509,   3.29,   3.47,   2.92,   2.24,   1.77
196510,   3.78,   2.92,   1.08,   3.23,   4.03
196511,  -1.27,   0.70,  -1.03,   3.79,   4.12
196512,   1.37,   1.62,  -1.17,   3.82,   3.31
196601,  -0.11,   1.20,  -0.02,   2.78,   5.16
196602,  -1.26,  -2.17,   2.70,  -1.56,   2.06
196603,  -2.69,  -1.61,  -2.87,  -1.60,  -2.57
196604,   0.86,   2.63,   4.53,  -0.01,   3.02
196605,  -6.15,  -4.60,  -4.62,  -5.26,  -7.78
196606,  -2.01,  -1.49,   0.16,   0.99,   0.64
196607,  -2.01,  -0.77,  -1.45,  -1.72,  -1.90
196608,  -7.22,  -7.60,  -5.38,  -8.11, -11.84
196609,  -1.36,   0.07,  -1.28,  -1.14,  -1.92
196610,   1.27,   5.75,   4.56,   4.87,   3.03
196611,  -0.68,   0.72,   4.03,   6.91,   7.92
196612,  -2.03,   0.91,   1.63,  -0.18,   2.19
196701,  10.97,   7.25,   8.38,   6.45,  11.97
196702,   0.91,   0.27,   4.30,   1.40,  -0.32
196703,   3.71,   4.36,   4.35,   7.86,   4.41
196704,   8.44,   2.81,   4.42,   4.45,   2.11
196705,  -5.20,  -3.41,  -4.91,  -5.29,  -2.02
196706,   2.48,   1.53,   4.85,   5.41,   3.51
196707,   8.20,   5.09,  -0.38,   3.79,   7.82
196708,  -0.14,  -0.76,  -1.10,   0.65,  -0.25
196709,   3.79,   2.89,   5.61,   2.90,   1.27
196710,  -2.92,  -3.63,   1.79,  -5.03,  -5.04
196711,  -0.06,   1.09,   0.95,   1.33,  -0.32
196712,   2.23,   4.26,   1.44,   1.70,   5.40
196801,  -2.09,  -3.68,  -4.85,  -6.57,  -1.90
196802,  -2.10,  -3.31,  -3.79,  -4.25,  -3.44
196803,   1.19,  -0.04,   2.24,   0.11,  -0.27
196804,  11.58,   7.74,   8.77,  11.90,  11.94
196805,   2.39,   2.15,   2.29,   3.35,   6.23
196806,  -0.10,   1.74,  -0.01,   2.23,   3.03
196807,  -3.76,  -0.58,  -3.75,  -4.12,  -3.01
196808,   2.02,   2.01,   0.80,   0.68,   2.62
196809,   6.34,   3.54,   2.95,   0.84,   9.44
196810,   2.35,   1.38,  -2.13,  -0.04,   1.09
196811,   2.81,   6.22,   7.44,   8.12,   7.71
196812,  -3.21,  -3.01,  -5.81,  -1.02,  -3.68
196901,  -1.34,  -0.21,  -2.63,  -0.23,   0.78
196902,  -4.78,  -5.40,  -3.52,  -5.17,  -8.41
196903,   3.60,   3.47,   3.31,   3.35,   0.74
196904,   1.90,   0.78,   5.20,   4.98,   1.83
196905,   0.58,   0.82,  -0.65,   1.68,  -1.20
196906,  -6.32,  -7.73,  -1.56,  -5.04, -10.52
196907,  -7.35,  -6.37,  -5.10,  -2.73,  -9.13
196908,   4.98,   4.01,   5.14,   9.31,   8.98
196909,  -0.11,  -4.76,  -1.22,   2.09,  -0.63
196910,   6.16,   4.65,   5.04,   8.98,   8.00
196911,  -3.65,  -4.05,  -0.83,   0.32,  -5.56
196912,  -2.80,  -1.74,  -2.31,   4.30,  -3.76
197001,  -6.25,  -7.94,  -6.99,  -7.12,  -8.85
197002,   5.28,   5.79,   4.62,   5.60,   9.48
197003,   0.97,   0.23,  -0.91,  -5.09,  -1.80
197004,  -9.94,  -8.86, -12.38, -10.11, -13.82
197005,  -7.64,  -4.46,  -7.40,  -7.77,  -8.17
197006,  -3.18,  -4.14, -10.50,  -0.51,  -6.85
197007,   9.15,   7.94,   5.36,   2.16,   8.02
197008,   5.07,   5.23,   5.79,   1.82,   5.10
197009,   5.12,   2.93,   5.92,   8.03,   7.59
197010,  -1.00,  -0.90,  -3.58,   0.10,  -5.89
197011,   6.18,   5.20,   4.81,   3.08,   3.85
197012,   6.40,   6.05,   5.29,   5.36,   8.37
197101,   5.47,   3.68,   7.00,   4.88,   7.81
197102,   3.17,   1.60,  -0.25,   1.39,   2.35
197103,   4.78,   3.39,   5.44,   3.67,   6.01
197104,   5.27,   2.95,   1.80,   4.25,   4.36
197105,  -3.11,  -3.26,  -5.84,  -2.11,  -4.60
197106,  -0.19,   1.20,  -1.10,   2.02,  -1.06
197107,  -3.75,  -3.60,  -6.92,  -2.25,  -3.85
197108,   6.66,   2.60,   3.59,   3.28,   7.03
197109,   0.17,  -0.90,  -0.96,   0.66,  -0.43
197110,  -4.37,  -4.23,  -3.47,  -2.50,  -4.20
197111,   0.08,  -0.72,   1.30,   0.59,  -0.18
197112,   8.86,   9.27,   9.96,   7.91,   8.14
197201,   2.09,   1.74,   5.92,   2.60,   3.33
197202,   3.63,   3.08,   1.35,   7.13,   2.25
197203,   2.10,  -0.17,   0.66,   0.46,   2.31
197204,   0.27,   0.52,   0.21,   1.08,   1.82
197205,   0.36,   2.07,   2.96,   3.52,  -0.61
197206,  -2.73,  -1.79,  -2.59,   2.51,  -4.51
197207,  -2.04,   0.01,   0.90,   3.13,  -2.95
197208,   1.07,   5.52,   3.53,   1.04,   3.62
197209,  -1.36,  -0.73,   0.47,  -0.44,  -1.72
197210,  -0.55,   2.54,  -1.59,   1.51,   1.13
197211,   6.95,   5.11,   3.99,  -0.56,   5.14
197212,   1.29,   0.57,   1.81,   3.74,  -0.73
197301,  -5.20,  -1.27,   0.62,  -1.19,  -7.45
197302,  -5.55,  -3.79,  -3.52,  -0.71,  -6.06
197303,  -3.11,   0.46,  -0.65,   0.78,  -0.26
197304,  -6.62,  -2.80,  -4.27,  -5.49,  -7.75
197305,  -2.87,  -1.67,  -2.02,   1.06,  -4.99
197306,  -3.87,  -0.09,  -0.14,   0.01,  -0.23
197307,   8.54,   3.36,   3.13,   6.87,   9.53
197308,  -3.78,  -2.24,  -3.76,  -6.90,  -2.30
197309,   6.92,   6.37,   0.66,   0.78,   7.24
197310,  -3.37,   1.26,   0.54,   1.83,  -1.01
197311, -16.42, -11.46,  -9.08,  -7.76, -13.50
197312,  -1.83,   3.95,  -1.35,  -4.48,   2.45
197401,   4.89,  -1.65,   1.55,  -2.56,   1.18
197402,  -0.02,  -0.43,   1.31,  -1.22,   1.01
197403,  -1.74,  -1.97,  -3.41,   1.21,  -3.63
197404,  -3.25,  -4.83,  -4.25,  -1.48,  -6.33
197405,  -0.53,  -4.38,  -3.26,  -0.12,  -8.49
197406,  -1.94,  -1.15,  -1.77,  -1.62,  -5.56
197407, -11.58,  -4.19,  -8.01, -14.14,  -6.63
197408, -10.05,  -9.50,  -3.10,  -8.06, -10.64
197409, -12.42,  -9.81, -11.83, -15.56,  -9.63
197410,  10.34,  17.11,  13.09,  29.59,  20.18
197411,  -4.73,  -4.57,  -4.17,  -1.23,  -2.81
197412,  -2.48,  -2.18,  -2.42,  -3.32,  -4.31
197501,  21.80,  12.53,  13.48,  -0.75,  17.93
197502,   4.68,   5.07,   9.79,  16.07,   2.87
197503,   8.16,   1.81,   0.24,   1.29,   4.14
197504,   3.19,   7.26,   2.98,   0.65,   3.26
197505,   4.06,   6.32,   5.02,   6.53,   5.72
197506,   7.42,   5.44,   2.96,   0.96,   5.95
197507,  -5.08,  -5.22,  -7.46, -12.03,  -6.13
197508,  -2.35,  -0.88,  -3.18,  -3.32,  -5.14
197509,  -2.80,  -3.61,  -1.01,  -6.52,  -6.32
197510,   9.87,   3.57,   7.79,  10.67,   3.91
197511,   4.03,   1.59,   4.76,   5.13,   3.58
197512,  -1.69,  -0.49,  -0.83,  -6.36,  -0.26
197601,  11.70,  12.93,  14.94,   7.74,  12.93
197602,   2.23,  -0.52,   2.02,  -6.56,   3.18
197603,   2.47,   2.87,   2.07,   6.54,   2.00
197604,  -1.54,  -0.07,  -1.56,  -4.31,  -1.56
197605,  -3.61,   0.75,  -0.78,  -2.82,  -1.71
197606,   3.17,   4.21,   6.53,   3.67,   5.36
197607,  -0.49,  -0.75,  -0.96,  -0.38,  -0.05
197608,   0.25,  -0.70,   1.20,   2.17,  -1.16
197609,   2.17,   3.07,   2.41,   3.63,   0.92
197610,  -1.26,  -2.60,  -2.33,  -3.74,  -0.43
197611,   1.88,   0.60,   2.21,  -9.76,   1.99
197612,   5.73,   6.09,   3.70,   6.29,   8.38
197701,  -5.03,  -2.79,  -2.30,  -8.83,  -4.16
197702,  -2.21,  -1.91,   0.02,  -0.21,  -1.73
197703,  -2.43,  -0.77,  -0.44,  -1.79,  -0.09
197704,   0.21,   1.40,  -1.81,  -5.22,   2.13
197705,  -1.32,  -1.32,  -0.31,  -1.89,  -0.89
197706,   4.89,   4.70,   5.34,   9.03,   5.34
197707,  -0.43,  -2.16,  -0.44,  -2.23,  -0.39
197708,   1.06,  -3.16,  -0.63,   3.84,  -1.18
197709,   0.40,   0.18,   0.31,  -0.89,  -0.10
197710,  -3.66,  -3.99,  -3.97,  -1.75,  -4.41
197711,   3.99,   4.05,   4.01,   6.09,   6.49
197712,  -0.60,   0.89,   2.29,   0.62,   0.62
197801,  -6.23,  -6.02,  -4.51,  -1.89,  -5.29
197802,   0.03,  -1.69,  -0.44,  -3.02,  -0.16
197803,   4.39,   3.01,   0.73,   4.17,   5.46
197804,   8.90,   7.59,   8.92,   9.24,   9.36
197805,   2.07,   2.43,   0.85,   5.17,   2.60
197806,  -1.54,  -1.75,  -0.82,   1.14,  -0.35
197807,   4.36,   5.48,   5.73,   8.87,   6.64
197808,   4.22,   3.62,   5.07,   0.97,   6.53
197809,  -1.11,   0.30,  -2.16,  -2.71,  -1.45
197810, -12.22, -10.33,  -8.34, -12.84, -14.11
197811,   1.84,   3.94,   4.25,   5.18,   2.51
197812,   0.29,   1.35,   3.90,   3.42,   1.29
197901,   4.89,   5.37,   4.05,   1.42,   6.03
197902,  -3.80,  -2.33,  -2.30,  -4.52,  -3.21
197903,   5.47,   7.04,   4.73,   5.04,   8.16
197904,   1.25,   0.73,  -0.58,   0.43,   1.49
197905,  -1.63,  -1.70,  -1.22,  -2.64,  -0.28
197906,   3.07,   5.74,   1.02,   4.83,   7.00
197907,   1.81,   1.88,  -0.98,   0.15,   3.31
197908,   7.04,   6.74,   4.26,   8.58,   5.78
197909,  -0.85,   1.41,  -1.98,  -0.55,  -0.66
197910,  -8.53,  -5.98,  -6.77,  -4.34, -10.15
197911,   2.52,   6.87,   6.66,   8.79,   7.03
197912,   3.25,   2.75,   0.61,   2.08,   4.12
198001,   4.32,   8.92,   4.03,  -1.29,   5.54
198002,  -5.31,   3.75,  -2.86,  -4.64,  -3.37
198003,  -8.78, -13.80,  -9.32,  -2.85, -12.33
198004,   3.42,   6.13,   3.09,   4.29,   6.13
198005,   7.72,   5.07,   4.88,   6.97,   8.09
198006,   2.77,   4.20,   1.69,   0.22,   5.09
198007,   9.76,   5.12,  10.16,   8.88,   6.84
198008,   1.59,   2.01,   4.55,   0.27,   2.70
198009,   0.73,   4.00,   0.76,   3.62,   3.82
198010,  -0.72,   3.89,   0.24,  -1.24,   1.56
198011,   2.54,  15.55,   6.53,   8.88,   7.67
198012,  -0.32,  -6.26,  -0.44,   4.61,   0.04
198101,   0.33,  -5.92,  -4.26,  -1.62,  -3.36
198102,   3.65,   1.44,   0.98,   1.80,   1.67
198103,   8.69,   2.02,   3.80,   5.87,   9.03
198104,   1.88,  -4.15,   1.99,   3.03,   0.33
198105,   2.78,  -1.53,   5.19,   3.46,   2.80
198106,  -1.73,   1.84,  -5.20,  -5.60,  -1.36
198107,  -2.19,   2.52,  -2.45,  -3.90,  -2.73
198108,  -5.98,  -5.71,  -5.13,  -7.75,  -5.52
198109,  -2.85,  -9.13,  -1.59,  -1.29,  -5.29
198110,   4.06,   6.38,   5.50,   7.96,   7.15
198111,   2.69,   5.81,   1.94,   3.94,   5.05
198112,  -1.26,  -3.81,  -0.53,  -0.74,  -3.79
198201,  -0.05,  -4.98,   1.97,   1.44,  -3.18
198202,  -1.80,  -6.89,  -5.45,  -1.74,  -3.92
198203,   3.32,  -1.73,  -1.60,  -2.56,  -1.26
198204,   5.65,   3.76,   4.23,   7.39,   3.64
198205,  -2.76,  -1.30,  -3.50,  -3.05,  -5.59
198206,   2.24,  -3.90,  -2.41,  -0.75,  -2.42
198207,  -0.20,  -4.47,   1.40,   0.78,  -3.03
198208,  11.50,  12.19,  12.17,  12.44,  11.36
198209,   3.46,   0.40,   1.11,   1.36,   4.20
198210,  14.15,   8.62,  14.01,   8.22,  15.68
198211,   8.07,   1.10,   9.20,   5.17,   7.57
198212,   0.43,   3.00,   1.46,   0.58,  -1.36
198301,   1.44,   4.30,   9.59,   1.42,   2.85
198302,   5.16,   2.06,   2.39,   2.83,   4.56
198303,   5.48,   2.91,   0.65,   4.54,   4.95
198304,   8.28,   6.99,   6.80,   5.05,   8.34
198305,  -0.73,   1.89,   1.61,  -2.75,   2.37
198306,   6.14,   2.75,   4.45,   6.92,   1.68
198307,  -3.23,  -1.76,  -5.31,  -5.68,  -3.64
198308,  -2.18,   2.85,  -0.22,  -1.01,  -0.91
198309,   3.68,   0.42,   2.18,   1.30,   1.60
198310,  -0.71,  -1.09,  -6.47,  -2.18,  -4.07
198311,   3.61,   2.48,   2.56,  -3.03,   4.72
198312,  -1.63,  -0.64,  -0.17,  -3.63,  -0.87
198401,  -3.85,   1.77,  -3.40,  -0.57,  -1.63
198402,  -5.36,  -2.30,  -5.27,  -2.03,  -4.93
198403,   1.13,   1.49,  -0.02,  -0.67,   2.45
198404,   0.70,   1.25,   0.31,   2.32,  -2.03
198405,  -4.32,  -4.61,  -5.02,  -6.46,  -6.88
198406,   5.54,   0.77,   4.82,   3.86,   2.22
198407,   0.15,  -3.13,  -1.21,  -3.77,  -1.87
198408,   9.48,  11.69,  12.18,  10.44,  11.09
198409,   0.42,   0.48,  -2.33,  -4.42,   2.18
198410,   0.84,  -0.43,  -0.61,   1.66,   0.77
198411,  -1.76,  -0.26,  -2.92,  -0.08,  -0.34
198412,   2.45,   1.44,   3.20,   2.71,   3.77
198501,   9.14,   6.48,  10.83,   8.31,   9.81
198502,   2.06,   2.10,  -0.33,   3.60,   2.06
198503,  -0.03,   0.49,  -3.09,   3.07,  -0.16
198504,  -1.70,   0.86,  -2.39,  -1.77,   1.44
198505,   8.03,   4.19,   3.92,   9.37,   6.30
198506,   2.01,   1.35,   0.70,   2.27,   2.86
198507,  -1.78,   0.28,   1.67,  -0.47,  -0.16
198508,  -0.78,   0.31,  -1.66,  -0.82,  -0.38
198509,  -2.59,  -3.62,  -4.54,  -3.92,  -4.98
198510,   4.09,   4.74,   3.35,   2.87,   6.40
198511,   8.55,   4.93,   8.30,   9.56,   7.42
198512,   5.51,   2.75,   7.63,   3.52,   4.47
198601,   1.82,   0.10,  -1.26,   1.06,   3.54
198602,   9.69,   7.18,   5.60,   6.07,   8.34
198603,   8.21,   4.42,   1.06,  12.08,   5.76
198604,  -0.56,  -1.72,   3.51,   0.71,  -2.57
198605,   7.71,   4.84,   1.94,   7.25,   4.66
198606,   3.59,   0.77,  -1.30,   5.68,   1.54
198607,  -7.95,  -3.70,  -6.73,  -5.36,  -6.43
198608,   3.30,   8.97,   6.93,   4.00,   6.81
198609,  -9.27,  -6.05,  -7.74, -12.60,  -8.83
198610,   7.55,   5.08,   1.83,   7.98,   4.20
198611,   2.04,   2.11,   3.69,   1.37,  -0.66
198612,  -4.07,  -1.99,  -3.69,  -1.22,  -2.58
198701,  14.60,  13.01,  12.87,  13.15,  11.17
198702,   6.51,   1.47,   6.64,  11.12,   4.66
198703,   2.21,   4.05,   2.27,   0.15,  -0.36
198704,  -1.20,  -1.80,   2.50,  -2.45,  -4.07
198705,   0.56,   0.50,   1.07,   1.25,  -0.01
198706,   5.47,   4.95,   1.85,   4.78,   4.62
198707,   6.03,   4.12,   2.49,   5.79,   3.55
198708,   4.08,   2.80,   6.70,   2.21,   4.33
198709,  -4.31,  -1.30,  -0.78,  -2.57,  -1.80
198710, -24.86, -20.99, -21.34, -20.30, -23.72
198711,  -8.30,  -5.89,  -9.52,  -9.31,  -6.57
198712,   8.21,   7.26,   8.95,   5.35,   5.39
198801,   4.20,   4.47,   1.89,   6.37,   6.31
198802,   7.53,   4.44,   5.13,   4.21,   4.33
198803,  -1.95,  -0.81,  -4.43,  -2.49,  -1.35
198804,   1.18,   1.93,   1.94,  -2.01,  -0.39
198805,  -0.34,   0.50,  -0.02,  -0.37,   0.94
198806,   5.58,   4.06,   7.02,   2.78,   6.03
198807,   0.22,  -0.50,  -2.86,   0.51,  -0.61
198808,  -2.23,  -2.77,  -5.93,  -1.08,  -0.91
198809,   6.65,   1.88,   4.69,   3.76,   4.06
198810,   4.81,   1.42,   1.26,   1.26,   0.01
198811,  -1.68,  -1.36,  -1.66,  -2.13,  -2.16
198812,   2.16,   2.34,   3.09,   1.76,   0.91
198901,   6.14,   6.08,   7.67,   6.81,   6.86
198902,  -1.77,  -1.84,  -2.67,  -1.24,  -0.52
198903,   3.26,   1.68,  -0.48,   4.91,   3.57
198904,   4.68,   4.36,   7.28,   5.43,   4.63
198905,   4.54,   3.79,   4.12,   3.37,   4.24
198906,   0.08,  -0.94,  -1.50,  -2.95,   0.77
198907,   9.70,   6.31,   6.20,  13.57,   8.11
198908,   0.91,   3.01,   1.57,   0.40,   3.22
198909,  -1.97,  -1.01,   0.91,   2.34,   1.40
198910,  -3.61,  -1.97,  -3.02,   0.37,  -4.90
198911,   1.04,   3.33,   0.29,   4.56,  -0.05
198912,   0.88,   4.12,   2.89,   1.04,  -1.60
199001,  -7.36,  -5.59,  -8.27,  -7.30,  -8.92
199002,   1.25,   2.16,   1.64,  -2.08,   2.52
199003,   4.56,   1.70,   4.40,   3.80,  -0.38
199004,  -1.52,  -3.57,  -2.68,   0.34,  -3.42
199005,   9.84,   7.02,  10.67,  12.81,   9.18
199006,   1.23,  -0.64,  -3.13,   4.42,  -1.73
199007,  -2.49,   2.39,  -6.00,   2.67,  -3.58
199008, -10.13,  -8.00, -11.18,  -6.65, -11.30
199009,  -6.71,  -4.34,  -2.17,  -4.32,  -9.97
199010,  -0.29,  -0.47,   0.20,   1.46,  -6.49
199011,   7.68,   4.49,   6.04,   9.68,  10.63
199012,   3.44,   2.01,   2.69,   2.87,   5.49
199101,   6.95,   2.28,   7.08,   4.78,   7.39
199102,   9.56,   6.31,   4.52,  10.16,   9.80
199103,   5.84,   1.45,   1.27,   6.24,   3.07
199104,   0.04,   0.88,  -0.84,  -1.21,   1.34
199105,   6.39,   3.58,   1.13,   4.47,   4.98
199106,  -4.65,  -3.71,  -5.30,  -4.19,  -5.24
199107,   4.89,   3.79,   3.95,   8.51,   4.74
199108,   3.91,   2.17,   1.79,   2.95,   3.21
199109,  -3.15,  -0.56,  -0.59,  -0.33,  -0.67
199110,  -1.25,   1.57,   2.03,   6.53,   2.25
199111,  -1.48,  -4.41,  -4.53,  -2.53,  -5.41
199112,  13.42,   7.65,   9.56,  16.60,  12.76
199201,  -0.57,  -0.84,   1.92,  -5.44,   1.99
199202,   2.79,   0.79,   1.39,  -2.74,   3.07
199203,  -1.20,  -1.36,  -3.19,  -5.53,  -2.19
199204,  -0.17,   4.36,   2.77,  -2.30,   0.62
199205,   0.51,   0.95,  -1.19,   1.11,   1.47
199206,  -1.89,  -2.46,  -1.45,  -4.78,  -0.06
199207,   3.80,   4.34,   4.12,   5.79,   3.12
199208,  -0.91,  -1.42,  -2.71,  -3.46,  -3.46
199209,   2.15,   1.17,   2.62,  -4.86,   3.44
199210,   1.36,  -0.41,   0.72,   3.34,   2.98
199211,   5.58,   1.44,   5.26,   4.84,   6.11
199212,   0.64,   1.86,   2.73,  -1.35,   3.80
199301,   0.72,   1.27,   3.09,  -6.87,   3.36
199302,  -1.64,   3.74,   2.44,  -9.01,   0.35
199303,   1.82,   2.51,   2.80,   0.73,   3.80
199304,  -7.32,   0.23,  -3.23,   1.29,  -3.28
199305,   3.80,   1.64,   6.45,   3.60,   1.64
199306,  -1.07,   0.36,   2.01,  -2.98,   2.30
199307,  -0.49,   0.53,  -0.90,  -5.98,   2.06
199308,   3.57,   3.72,   5.90,   3.03,   3.47
199309,  -0.80,  -0.84,   0.35,   0.84,   1.78
199310,   5.67,   0.64,   2.03,   5.93,  -2.33
199311,   0.72,  -2.00,  -3.09,   0.98,  -2.83
199312,   0.51,   2.57,   1.26,   2.32,   2.53
199401,   1.41,   3.44,   3.45,   1.74,   4.36
199402,  -0.50,  -2.12,  -1.67,  -5.42,  -3.85
199403,  -4.77,  -4.13,  -3.72,  -6.75,  -4.29
199404,   0.51,   1.39,  -0.12,   2.25,   1.37
199405,  -1.74,   0.19,   1.88,   4.31,   3.04
199406,  -2.44,  -2.74,  -2.51,  -3.42,  -2.61
199407,   2.16,   4.40,   3.46,   1.10,   2.70
199408,   4.40,   2.83,   5.38,  10.87,   3.48
199409,  -1.88,  -1.97,  -0.73,   1.71,  -4.21
199410,   1.25,   2.26,   3.91,   0.91,   0.06
199411,  -2.89,  -4.16,  -3.50,   0.43,  -5.18
199412,  -0.02,   2.13,   1.80,   0.57,   1.40
199501,   0.64,   1.05,   1.22,   6.06,   4.68
199502,   3.12,   4.35,   4.50,   2.32,   4.86
199503,   2.94,   2.87,   2.78,   2.77,   1.90
199504,   0.33,   2.68,   5.60,   3.00,   1.77
199505,   3.91,   3.94,   2.15,   1.63,   4.46
199506,   2.87,   0.44,   7.50,   4.48,   2.22
199507,   2.38,   2.57,   6.76,   5.47,   4.75
199508,  -0.73,  -0.30,   1.58,   1.03,   3.72
199509,   3.84,   2.78,   2.89,   7.38,   4.47
199510,  -2.83,  -1.34,   0.98,   1.03,  -1.99
199511,   5.32,   5.11,   0.74,   4.93,   6.11
199512,   0.84,   3.11,  -1.06,   5.89,   1.05
199601,   1.62,   2.20,   2.12,   6.05,   3.48
199602,   3.47,   0.24,   2.97,  -1.12,   2.14
199603,   2.69,   3.03,  -2.86,   0.21,   1.81
199604,   2.41,   1.27,   7.22,  -0.61,   0.22
199605,   4.90,   1.71,   2.53,   3.91,   1.50
199606,  -0.18,   0.87,  -2.95,  -0.25,  -0.24
199607,  -5.57,  -4.47,  -7.76,  -6.25,  -4.24
199608,   2.52,   3.06,   2.51,   4.31,   3.91
199609,   3.33,   4.72,   7.77,   7.36,   5.09
199610,   0.25,   2.94,  -1.44,  -0.85,   3.94
199611,   4.49,   5.37,  10.00,   6.61,   7.45
199612,  -1.51,  -0.02,  -1.12,  -2.62,  -1.81
199701,   3.11,   3.69,   7.20,   9.57,   6.00
199702,   3.19,  -1.05,  -4.62,   0.93,   2.57
199703,  -3.51,  -1.51,  -6.31,  -7.48,  -5.82
199704,   3.84,   3.02,   6.14,   6.07,   5.10
199705,   6.03,   7.08,   9.17,   7.01,   6.03
199706,   4.11,   3.98,   1.98,   8.87,   5.20
199707,   5.70,   6.63,  12.02,   2.10,   9.23
199708,  -3.73,  -3.48,  -1.66,  -6.10,  -4.72
199709,   5.39,   4.27,   5.00,   6.61,   8.00
199710,  -2.70,  -3.95,  -5.35,   0.09,  -2.80
199711,   4.81,   2.65,   4.06,   2.77,   2.93
199712,   2.11,   0.66,  -1.69,   3.52,   5.19
199801,  -0.79,  -1.63,   5.20,   5.66,  -1.96
199802,   8.26,   6.34,   7.81,   5.53,   8.20
199803,   6.31,   5.09,   3.97,   3.58,   5.90
199804,  -1.39,   1.23,   2.49,   1.91,   2.01
199805,   2.31,  -2.71,  -5.46,  -2.50,  -3.08
199806,   4.14,  -0.31,   6.92,   6.20,   3.11
199807,  -3.18,  -5.87,   1.56,  -0.26,  -1.73
199808, -14.37, -10.87, -15.97, -12.37, -21.43
199809,   1.30,   4.78,  13.51,  12.09,   3.00
199810,  10.81,   6.40,   6.38,   3.83,   8.34
199811,   7.65,   2.47,   9.12,   6.19,   6.05
199812,   4.88,   1.65,  14.92,   4.94,   3.39
199901,   0.19,  -1.80,  13.30,   0.28,   0.97
199902,  -2.72,  -2.60,  -9.07,   0.17,   0.01
199903,   0.55,   5.79,   5.65,   2.51,   2.42
199904,   2.68,  10.45,   3.78,  -5.53,   6.71
199905,  -1.50,  -1.76,  -0.40,  -2.03,  -3.89
199906,   4.21,   1.75,   9.91,   4.43,   3.05
199907,  -4.16,  -0.47,  -1.73,  -4.40,  -5.94
199908,  -4.74,   0.19,   1.50,   3.76,  -5.04
199909,  -2.93,  -3.50,   1.14,  -7.07,  -4.55
199910,   4.60,   3.54,   4.43,  10.73,  11.43
199911,   1.53,  -0.89,  10.59,   1.52,  -2.49
199912,   2.95,   6.40,  16.67,  -5.62,   1.40
200001,  -7.88,  -4.97,  -4.90,   7.63,  -4.75
200002,  -5.30,  -4.58,  13.08,  -2.51,  -7.38
200003,  11.04,   8.18,   4.90,  -0.03,  14.36
200004,  -2.25,   1.45, -10.10,   5.04,  -2.83
200005,  -0.55,   1.19, -10.67,   3.72,   3.35
200006,  -1.29,  -2.54,  10.91,  10.99,  -3.13
200007,   0.02,  -0.93,  -5.48,  -6.51,   5.36
200008,  -1.50,   8.50,   9.96,   3.50,   9.24
200009,   2.29,  -0.41, -12.97,   3.67,   0.25
200010,   1.89,   0.68,  -6.10,   2.06,  -1.29
200011,  -0.73,  -1.83, -21.87,   0.75,  -5.98
200012,   5.08,   7.02,  -7.19,   3.49,   6.47
200101,   3.82,  -3.36,  16.03,  -8.51,   0.63
200102,  -3.05,  -1.11, -22.61,  -0.54,  -4.25
200103,  -3.60,  -3.12, -11.89,  -8.59,  -4.50
200104,   4.26,   7.88,  14.23,   4.25,   6.08
200105,   1.90,   1.24,  -2.81,   2.77,   3.64
200106,  -1.59,  -5.74,   0.41,  -2.98,  -0.09
200107,   2.61,  -1.13,  -5.79,   2.28,  -2.17
200108,  -4.13,  -2.04, -11.51,  -3.10,  -5.20
200109,  -8.01,  -9.66, -14.34,  -0.63,  -7.87
200110,   1.42,   3.85,   7.64,   1.26,  -0.98
200111,   7.48,   2.91,  13.20,   5.02,   7.20
200112,   3.03,   3.77,   0.18,  -2.82,   3.68
200201,   2.01,  -0.75,  -2.22,  -2.41,  -1.56
200202,   1.66,   3.78, -10.62,  -0.45,  -0.25
200203,   3.09,   6.61,   4.87,   0.54,   5.24
200204,   0.03,  -2.11, -12.12,  -7.55,  -2.75
200205,  -0.36,  -1.64,  -1.94,  -2.28,  -0.53
